,name,rating,genre,year,released,score,votes,director,writer,star,budget,gross,company,runtime,released_month,adjusted_budget,adjusted_gross,weekday,actor,bday,nominations,awards_won,star_age
2705,Peter Pan 2: Return to Never Land,G,Animation,2002,2002-02-15,5.8,19000.0,Other,Other,Other,20000000.0,115121981.0,Other,72.0,2,30124513.618677,173399684.222179,Friday,Blayne Weaver,1976-04-09,0.0,0.0,9443
2706,Poolhall Junkies,R,Comedy,2002,2003-02-28,6.9,9700.0,Other,Other,Other,4000000.0,563711.0,Other,99.0,2,6024902.72373541,849075.984824903,Friday,Mars Callahan,1971-12-01,0.0,0.0,11412
2707,Feardotcom,R,Crime,2002,2002-08-30,3.4,20000.0,Other,Other,Other,40000000.0,18902015.0,Other,101.0,8,60249027.2373541,28470700.4143969,Friday,Stephen Dorff,1973-07-29,0.0,0.0,10624
2708,No Good Deed,R,Crime,2002,2014-11-20,5.4,7100.0,Other,Other,Other,12000000.0,1440653.0,Other,97.0,11,18074708.1712062,2169948.5459144,Friday,Samuel L. Jackson,1948-12-21,1.0,0.0,24075
2709,No Good Deed,R,Crime,2002,2014-11-20,5.4,7100.0,Other,Other,Other,12000000.0,1440653.0,Other,97.0,11,18074708.1712062,2169948.5459144,Thursday,Samuel L. Jackson,1948-12-21,1.0,0.0,24075
2710,Darkness,PG-13,Horror,2002,2004-12-25,5.4,19000.0,Other,Other,Other,10600000.0,33988736.0,Other,88.0,12,15965992.2178988,51194707.0256809,Saturday,Anna Paquin,1982-07-24,1.0,1.0,8190
2711,Analyze That,R,Comedy,2002,2002-12-06,5.9,83000.0,Other,Other,Robert De Niro,60000000.0,55003135.0,Warner Bros.,96.0,12,90373540.8560311,82847134.4688716,Friday,Robert De Niro,1943-08-17,7.0,2.0,21661
2712,I Capture the Castle,R,Drama,2003,2003-08-08,6.9,7200.0,Other,Other,Other,8000000.0,6586341.0,Other,113.0,8,11781304.3478261,9699460.98244565,Friday,Romola Garai,1982-08-06,0.0,0.0,7672
2713,The Banger Sisters,R,Comedy,2002,2002-09-20,5.6,15000.0,Other,Other,Other,10000000.0,38068353.0,Other,98.0,9,15062256.8093385,57339530.9194553,Friday,Susan Sarandon,1946-10-04,5.0,1.0,20440
2714,The Wild Thornberrys,PG,Animation,2002,2002-12-20,5.6,14000.0,Other,Other,Other,25000000.0,60694737.0,Paramount Pictures,85.0,12,37655642.0233463,91419971.5669261,Friday,Tim Curry,1946-04-19,0.0,0.0,20699
2715,The Adventures of Pluto Nash,PG-13,Action,2002,2002-08-16,3.8,25000.0,Other,Other,Eddie Murphy,100000000.0,7103973.0,Other,95.0,8,150622568.093385,10700186.5692607,Friday,Eddie Murphy,1961-04-03,1.0,0.0,15110
2716,Eight Crazy Nights,PG-13,Animation,2002,2002-11-27,5.3,22000.0,Other,Other,Adam Sandler,34000000.0,23833131.0,Other,76.0,11,51211673.151751,35898073.9692607,Wednesday,Adam Sandler,1966-09-09,0.0,0.0,13228
2717,Full Frontal,R,Comedy,2002,2002-08-02,4.7,9500.0,Steven Soderbergh,Other,Other,2000000.0,3438804.0,Other,101.0,8,3012451.3618677,5179614.89649806,Friday,Julia Roberts,1967-10-28,4.0,1.0,12697
2718,Moonlight Mile,PG-13,Drama,2002,2002-10-04,6.6,14000.0,Other,Other,Other,21000000.0,10011050.0,Touchstone Pictures,117.0,10,31630739.2996109,15078900.6031128,Friday,Jake Gyllenhaal,1980-12-19,1.0,0.0,7959
2719,Half Past Dead,PG-13,Action,2002,2002-11-15,4.6,15000.0,Other,Other,Other,13000000.0,19233280.0,Other,98.0,11,19580933.8521401,28969660.2645914,Friday,Morris Chestnut,1969-01-01,0.0,0.0,12371
2720,Life or Something Like It,PG-13,Comedy,2002,2002-04-26,5.8,24000.0,Other,Other,Other,40000000.0,16872671.0,Other,103.0,4,60249027.2373541,25414050.3661479,Friday,Angelina Jolie,1975-06-04,2.0,1.0,9823
2721,Showtime,PG-13,Action,2002,2002-03-15,5.5,61000.0,Other,Other,Robert De Niro,85000000.0,77885672.0,Other,95.0,3,128029182.879377,117313399.343191,Friday,Robert De Niro,1943-08-17,7.0,2.0,21395
2722,Ted Bundy,R,Biography,2002,2002-11-22,5.8,7300.0,Other,Other,Other,1200000.0,68716.0,Other,99.0,11,1807470.81712062,103501.803891051,Friday,Michael Reilly Burke,1964-06-27,0.0,0.0,14027
2723,Ballistic: Ecks vs. Sever,R,Action,2002,2002-09-20,3.7,19000.0,Other,Other,Other,70000000.0,20154899.0,Other,91.0,9,105435797.66537,30357826.470428,Friday,Antonio Banderas,1960-08-10,1.0,0.0,15381
2724,Brown Sugar,PG-13,Comedy,2002,2002-10-11,6.5,8700.0,Other,Other,Other,8000000.0,28316451.0,Other,109.0,10,12049805.4474708,42650965.6891051,Friday,Taye Diggs,1971-01-02,0.0,0.0,11605
2725,Deuces Wild,R,Action,2002,2002-05-03,5.6,7100.0,Other,Other,Other,10000000.0,6282446.0,Other,96.0,5,15062256.8093385,9462781.50428016,Friday,Stephen Dorff,1973-07-29,0.0,0.0,10505
2726,The Emperor's Club,PG-13,Drama,2002,2002-11-22,6.9,17000.0,Other,Other,Other,12500000.0,16318449.0,Other,109.0,11,18827821.0116732,24579266.9568093,Friday,Kevin Kline,1947-10-24,1.0,1.0,20118
2727,All or Nothing,R,Drama,2002,2002-10-18,7.5,10000.0,Other,Other,Other,9000000.0,2845696.0,Other,128.0,10,13556031.1284047,4286260.39533074,Friday,Timothy Spall,1957-02-27,0.0,0.0,16669
2728,Real Women Have Curves,PG-13,Comedy,2002,2002-11-08,6.9,7200.0,Other,Other,Other,3000000.0,7777790.0,Other,90.0,11,4518677.04280156,11715107.0389105,Friday,America Ferrera,1984-04-18,0.0,0.0,6778
2729,The Crocodile Hunter: Collision Course,PG,Action,2002,2002-07-12,5.4,6400.0,Other,Other,Other,12000000.0,33082548.0,Metro-Goldwyn-Mayer (MGM),90.0,7,18074708.1712062,49829783.3883269,Friday,Steve Irwin,1962-02-22,0.0,0.0,14750
2730,Possession,PG-13,Drama,2002,2002-08-30,6.3,13000.0,Other,Other,Other,25000000.0,14815898.0,Other,102.0,8,37655642.0233463,22316086.0536965,Friday,Gwyneth Paltrow,1972-09-27,1.0,1.0,10929
2731,City by the Sea,R,Crime,2002,2002-09-06,6.1,24000.0,Other,Other,Robert De Niro,40000000.0,29676703.0,Other,108.0,9,60249027.2373541,44699812.1840467,Friday,Robert De Niro,1943-08-17,7.0,2.0,21570
2732,Heaven,R,Crime,2002,2002-02-21,7.0,24000.0,Other,Other,Other,11000000.0,4247089.0,Other,97.0,2,16568482.4902724,6397074.52101167,Thursday,Cate Blanchett,1969-05-14,7.0,2.0,11971
2733,Kill Bill: Vol. 1,R,Action,2003,2003-10-10,8.1,1000000.0,Other,Quentin Tarantino,Other,30000000.0,180906076.0,Other,111.0,10,44179891.3043478,266413692.46587,Friday,Uma Thurman,1970-04-29,1.0,0.0,12217
2734,Pirates of the Caribbean: the Curse of the Black Pearl,PG-13,Action,2003,2003-07-09,8.0,1000000.0,Other,Other,Johnny Depp,140000000.0,654264015.0,Walt Disney Pictures,143.0,7,206172826.086957,963510435.568207,Wednesday,Johnny Depp,1963-06-09,3.0,0.0,14640
2735,The Lord of the Rings: The Return of the King,PG-13,Action,2003,2003-12-17,8.9,1700000.0,Other,Other,Other,94000000.0,1146030912.0,New Line Cinema,201.0,12,138430326.086957,1687717370.78609,Wednesday,Elijah Wood,1981-01-28,0.0,0.0,8358
2736,Old School,R,Comedy,2003,2003-02-21,7.1,219000.0,Other,Other,Other,24000000.0,87135520.0,Other,88.0,2,35343913.0434783,128321260.078261,Friday,Luke Wilson,1971-09-21,0.0,0.0,11476
2737,Mystic River,R,Crime,2003,2003-10-15,7.9,430000.0,Clint Eastwood,Brian Helgeland,Other,25000000.0,156595191.0,Warner Bros.,138.0,10,36816576.0869565,230611950.57212,Wednesday,Sean Penn,1960-08-17,5.0,2.0,15764
2738,Love Actually,R,Comedy,2003,2003-11-14,7.6,444000.0,Other,Other,Other,40000000.0,245203167.0,Universal Pictures,135.0,11,58906521.7391304,361101642.184728,Friday,Hugh Grant,1960-09-09,0.0,0.0,15771
2739,The Life of David Gale,R,Crime,2003,2003-02-21,7.5,114000.0,Other,Other,Other,38000000.0,38955598.0,Universal Pictures,130.0,2,55961195.6521739,57368469.5111957,Friday,Kevin Spacey,1959-07-26,2.0,2.0,15916
2740,2 Fast 2 Furious,PG-13,Action,2003,2003-06-06,5.9,259000.0,Other,Other,Other,76000000.0,236350661.0,Universal Pictures,107.0,6,111922391.304348,348064883.756359,Friday,Paul Walker,1973-09-12,0.0,0.0,10859
2741,Underworld,R,Action,2003,2003-09-19,7.0,258000.0,Other,Other,Other,22000000.0,95708457.0,Other,121.0,9,32398586.9565217,140946307.572228,Friday,Kate Beckinsale,1973-07-26,0.0,0.0,11012
2742,Oldboy,R,Action,2003,2003-11-21,8.4,532000.0,Other,Other,Other,3000000.0,15189934.0,Other,120.0,11,4417989.13043478,22369654.4346739,Wednesday,Choi Min-sik,1962-04-27,0.0,0.0,15183
2743,Oldboy,R,Action,2003,2003-11-21,8.4,532000.0,Other,Other,Other,3000000.0,15189934.0,Other,120.0,11,4417989.13043478,22369654.4346739,Friday,Choi Min-sik,1962-04-27,0.0,0.0,15183
2744,Lost in Translation,R,Comedy,2003,2003-10-03,7.7,426000.0,Other,Other,Other,4000000.0,118686937.0,Other,102.0,10,5890652.17391304,174785865.863533,Friday,Bill Murray,1950-09-21,1.0,0.0,19370
2745,Looney Tunes: Back in Action,PG,Animation,2003,2003-11-14,5.7,35000.0,Other,Other,Other,80000000.0,68514844.0,Warner Bros.,91.0,11,117813043.478261,100899278.688478,Friday,Brendan Fraser,1968-12-03,0.0,0.0,12764
2746,Big Fish,PG-13,Adventure,2003,2004-01-09,8.0,422000.0,Tim Burton,Other,Other,70000000.0,123218424.0,Columbia Pictures,125.0,1,103086413.043478,181459219.300435,Friday,Ewan McGregor,1971-03-31,0.0,0.0,11972
2747,The Matrix Reloaded,R,Action,2003,2003-05-15,7.2,529000.0,Other,Other,Keanu Reeves,150000000.0,741847937.0,Warner Bros.,138.0,5,220899456.521739,1092492040.70049,Thursday,Keanu Reeves,1964-09-02,0.0,0.0,14134
2748,Finding Nemo,G,Animation,2003,2003-05-30,8.1,972000.0,Other,Other,Other,94000000.0,940352645.0,Other,100.0,5,138430326.086957,1384822588.12853,Friday,Albert Brooks,1947-07-22,1.0,0.0,20401
2749,Hulk,PG-13,Action,2003,2003-06-20,5.6,255000.0,Other,Other,Other,137000000.0,245285165.0,Universal Pictures,138.0,6,201754836.956522,361222397.608967,Friday,Eric Bana,1968-08-09,0.0,0.0,12733
2750,School of Rock,PG-13,Comedy,2003,2003-10-03,7.1,283000.0,Other,Other,Other,35000000.0,131095990.0,Paramount Pictures,109.0,10,51543206.5217391,193060219.621196,Friday,Jack Black,1969-08-28,0.0,0.0,12454
2751,Thirteen,R,Drama,2003,2003-09-19,6.8,81000.0,Other,Other,Other,2000000.0,10128960.0,Other,100.0,9,2945326.08695652,14916545.0608696,Friday,Evan Rachel Wood,1987-09-07,0.0,0.0,5856
2752,Wrong Turn,R,Horror,2003,2003-05-30,6.1,113000.0,Other,Other,Other,12600000.0,28650575.0,Other,84.0,5,18555554.3478261,42192642.9769022,Friday,Eliza Dushku,1980-12-30,0.0,0.0,8186
2753,The Italian Job,PG-13,Action,2003,2003-05-30,7.0,350000.0,Other,Other,Other,60000000.0,176070171.0,Paramount Pictures,111.0,5,88359782.6086957,259292033.890598,Friday,Donald Sutherland,1935-07-17,0.0,0.0,24789
2754,Terminator 3: Rise of the Machines,R,Action,2003,2003-07-02,6.3,383000.0,Other,Other,Arnold Schwarzenegger,200000000.0,433371112.0,Other,109.0,7,294532608.695652,638209620.753478,Wednesday,Arnold Schwarzenegger,1947-07-30,0.0,0.0,20426
2755,Peter Pan,PG,Adventure,2003,2003-12-25,6.8,68000.0,Other,Other,Other,100000000.0,121975011.0,Universal Pictures,113.0,12,147266304.347826,179628090.927554,Thursday,Jeremy Sumpter,1989-02-05,0.0,0.0,5436
2756,Monster,R,Biography,2003,2004-01-30,7.3,140000.0,Other,Other,Other,8000000.0,58469210.0,Other,109.0,1,11781304.3478261,86105444.7483696,Friday,Charlize Theron,1975-08-07,3.0,1.0,10403
2757,The Matrix Revolutions,R,Action,2003,2003-11-05,6.7,459000.0,Other,Other,Keanu Reeves,150000000.0,427344325.0,Warner Bros.,129.0,11,220899456.521739,629334194.267663,Wednesday,Keanu Reeves,1964-09-02,0.0,0.0,14308
2758,Daredevil,PG-13,Action,2003,2003-02-14,5.3,209000.0,Other,Other,Ben Affleck,78000000.0,179179718.0,Other,103.0,2,114867717.391304,263871348.839457,Friday,Ben Affleck,1972-08-15,0.0,0.0,11140
2759,Master and Commander: the Far Side of the World,PG-13,Action,2003,2003-11-14,7.4,208000.0,Other,Other,Other,150000000.0,211622535.0,Twentieth Century Fox,138.0,11,220899456.521739,311648686.461685,Friday,Russell Crowe,1964-04-07,3.0,1.0,14465
2760,The Missing,R,Adventure,2003,2003-11-26,6.5,34000.0,Ron Howard,Other,Other,60000000.0,38364277.0,Other,137.0,11,88359782.6086957,56497652.927663,Wednesday,Tommy Lee Jones,1946-09-15,4.0,1.0,20891
2761,The Texas Chainsaw Massacre,R,Crime,2003,2003-10-17,6.2,133000.0,Other,Other,Other,9500000.0,107363905.0,New Line Cinema,98.0,10,13990298.9130435,158110855.097011,Friday,Jessica Biel,1982-03-03,0.0,0.0,7898
2762,S.W.A.T.,PG-13,Action,2003,2003-08-08,6.0,141000.0,Other,Other,Other,80000000.0,207725639.0,Columbia Pictures,117.0,8,117813043.478261,305909871.738207,Friday,Samuel L. Jackson,1948-12-21,1.0,0.0,19953
2763,The Last Samurai,R,Action,2003,2003-12-05,7.7,409000.0,Other,Other,Tom Cruise,140000000.0,454627263.0,Warner Bros.,154.0,12,206172826.086957,669512768.777772,Friday,Tom Cruise,1962-07-03,3.0,0.0,15130
2764,Holes,PG,Adventure,2003,2003-04-18,7.0,81000.0,Other,Other,Other,20000000.0,71406573.0,Walt Disney Pictures,117.0,4,29453260.8695652,105157821.118533,Friday,Shia LaBeouf,1986-06-11,0.0,0.0,6155
2765,Timeline,PG-13,Action,2003,2003-11-26,5.7,61000.0,Other,Michael Crichton,Other,80000000.0,43935763.0,Paramount Pictures,116.0,11,117813043.478261,64702574.4571196,Wednesday,Paul Walker,1973-09-12,0.0,0.0,11032
2766,X2: X-Men United,PG-13,Action,2003,2003-05-02,7.4,521000.0,Other,Other,Other,110000000.0,407711549.0,Twentieth Century Fox,134.0,5,161992934.782609,600421730.611576,Friday,Patrick Stewart,1940-07-13,0.0,0.0,22938
2767,The Rundown,PG-13,Action,2003,2003-09-26,6.7,103000.0,Other,Other,Dwayne Johnson,85000000.0,80981914.0,Columbia Pictures,104.0,9,125176358.695652,119259071.937935,Friday,Dwayne Johnson,1972-05-02,0.0,0.0,11469
2768,House of 1000 Corpses,R,Horror,2003,2003-04-11,6.1,80000.0,Other,Other,Other,7000000.0,16829545.0,Other,89.0,4,10308641.3043478,24784248.9600543,Friday,Sid Haig,1939-07-14,0.0,0.0,23282
2769,Identity,R,Other,2003,2003-04-25,7.3,233000.0,Other,Other,John Cusack,28000000.0,90259536.0,Columbia Pictures,90.0,4,41234565.2173913,132921882.988696,Friday,John Cusack,1966-06-28,0.0,0.0,13450
2770,Once Upon a Time in Mexico,R,Action,2003,2003-09-12,6.4,156000.0,Other,Robert Rodriguez,Other,29000000.0,98769390.0,Columbia Pictures,102.0,9,42707228.2608696,145454030.479891,Friday,Antonio Banderas,1960-08-10,1.0,0.0,15738
2771,Cold Mountain,R,Adventure,2003,2003-12-25,7.2,142000.0,Other,Other,Other,79000000.0,173013509.0,Other,154.0,12,116340380.434783,254790600.726793,Thursday,Jude Law,1972-12-29,2.0,0.0,11318
2772,Cheaper by the Dozen,PG,Comedy,2003,2003-12-25,5.9,96000.0,Other,Other,Steve Martin,40000000.0,190538630.0,Twentieth Century Fox,98.0,12,58906521.7391304,280599198.755978,Thursday,Steve Martin,1945-08-14,0.0,0.0,21317
2773,In the Cut,R,Other,2003,2003-10-31,5.3,22000.0,Other,Other,Other,12000000.0,23726793.0,Other,119.0,10,17671956.5217391,34941571.1913587,Friday,Meg Ryan,1961-11-19,0.0,0.0,15321
2774,Secondhand Lions,PG,Comedy,2003,2003-09-19,7.5,54000.0,Other,Other,Other,30000000.0,48260279.0,New Line Cinema,109.0,9,44179891.3043478,71071129.35125,Friday,Haley Joel Osment,1988-04-10,1.0,0.0,5640
2775,Scary Movie 3,PG-13,Comedy,2003,2003-10-24,5.5,140000.0,Other,Other,Other,48000000.0,220673217.0,Other,84.0,10,70687826.0869565,324977291.361359,Friday,Anna Faris,1976-11-29,0.0,0.0,9825
2776,How to Lose a Guy in 10 Days,PG-13,Comedy,2003,2003-02-07,6.4,218000.0,Other,Other,Other,50000000.0,177502387.0,Other,116.0,2,73633152.173913,261401205.464076,Friday,Kate Hudson,1979-04-19,1.0,0.0,8695
2777,The League of Extraordinary Gentlemen,PG-13,Action,2003,2003-07-11,5.8,171000.0,Other,Other,Other,78000000.0,179265204.0,Other,110.0,7,114867717.391304,263997240.912391,Friday,Sean Connery,1930-08-25,1.0,1.0,26618
2778,What a Girl Wants,PG,Comedy,2003,2003-04-04,5.8,61000.0,Other,Other,Other,25000000.0,50732139.0,Warner Bros.,105.0,4,36816576.0869565,74711346.2219022,Friday,Amanda Bynes,1986-04-03,0.0,0.0,6210
2779,Bad Boys II,R,Action,2003,2003-07-18,6.6,237000.0,Other,Other,Will Smith,130000000.0,273339556.0,Columbia Pictures,147.0,7,191446195.652174,402537062.441957,Friday,Will Smith,1968-09-25,3.0,1.0,12714
2780,Open Range,R,Action,2003,2003-08-15,7.4,68000.0,Other,Other,Kevin Costner,22000000.0,68296293.0,Touchstone Pictures,139.0,8,32398586.9565217,100577426.707663,Friday,Kevin Costner,1955-01-18,1.0,0.0,17741
2781,Mona Lisa Smile,PG-13,Drama,2003,2003-12-19,6.5,79000.0,Other,Other,Other,65000000.0,141337989.0,Other,117.0,12,95723097.826087,208143233.039837,Friday,Julia Roberts,1967-10-28,4.0,1.0,13201
2782,Freddy vs. Jason,R,Action,2003,2003-08-15,5.7,113000.0,Other,Wes Craven,Other,30000000.0,116632628.0,New Line Cinema,97.0,8,44179891.3043478,171760560.919348,Friday,Robert Englund,1947-06-06,0.0,0.0,20524
2783,Bruce Almighty,PG-13,Comedy,2003,2003-05-23,6.7,380000.0,Other,Other,Jim Carrey,81000000.0,484592874.0,Other,101.0,5,119285706.521739,713642016.672717,Friday,Jim Carrey,1962-01-17,0.0,0.0,15101
2784,Dogville,R,Crime,2003,2004-04-23,8.0,141000.0,Other,Other,Other,10000000.0,16689283.0,Other,178.0,4,14726630.4347826,24577690.29625,Friday,Nicole Kidman,1967-06-20,5.0,1.0,13457
2785,Elf,PG,Adventure,2003,2003-11-07,7.0,235000.0,Other,Other,Will Ferrell,33000000.0,223853736.0,New Line Cinema,97.0,11,48597880.4347826,329661124.151739,Friday,Will Ferrell,1967-07-16,0.0,0.0,13263
2786,Freaky Friday,PG,Comedy,2003,2003-08-06,6.2,129000.0,Other,Other,Other,20000000.0,160846332.0,Other,97.0,8,29453260.8695652,236872448.815435,Wednesday,Jamie Lee Curtis,1958-11-22,0.0,0.0,16328
2787,Charlie's Angels: Full Throttle,PG-13,Action,2003,2003-06-27,4.9,123000.0,Other,Other,Other,120000000.0,259175788.0,Columbia Pictures,106.0,6,176719565.217391,381678604.751957,Friday,Drew Barrymore,1975-02-22,0.0,0.0,10352
2788,Legally Blonde 2,PG-13,Comedy,2003,2003-07-02,4.8,63000.0,Other,Other,Other,45000000.0,124914842.0,Metro-Goldwyn-Mayer (MGM),95.0,7,66269836.9565217,183957471.395326,Wednesday,Reese Witherspoon,1976-03-22,2.0,1.0,9963
2789,Dickie Roberts: Former Child Star,PG-13,Comedy,2003,2003-09-05,5.6,14000.0,Other,Other,Other,17000000.0,23769505.0,Paramount Pictures,98.0,9,25035271.7391304,35004471.5752717,Friday,David Spade,1964-07-22,0.0,0.0,14289
2790,Anger Management,PG-13,Comedy,2003,2003-04-11,6.2,207000.0,Other,Other,Other,75000000.0,195745823.0,Other,106.0,4,110449728.26087,288267639.447337,Friday,Jack Nicholson,1937-04-22,12.0,3.0,24095
2791,Open Water,R,Adventure,2003,2004-08-20,5.7,52000.0,Other,Other,Other,500000.0,54683487.0,Other,79.0,8,736331.52173913,80530350.3934239,Friday,Blanchard Ryan,1967-01-12,0.0,0.0,13735
2792,Something's Gotta Give,PG-13,Comedy,2003,2003-12-12,6.7,115000.0,Other,Other,Other,80000000.0,265328738.0,Columbia Pictures,128.0,12,117813043.478261,390739826.825326,Friday,Jack Nicholson,1937-04-22,12.0,3.0,24340
2793,Girl with a Pearl Earring,PG-13,Biography,2003,2004-01-30,6.9,74000.0,Other,Other,Other,12000000.0,33030115.0,Other,100.0,1,17671956.5217391,48642229.682337,Friday,Scarlett Johansson,1984-11-22,2.0,0.0,7008
2794,The Cat in the Hat,PG,Adventure,2003,2003-11-21,4.0,59000.0,Other,Other,Other,109000000.0,133960541.0,Universal Pictures,82.0,11,160520271.73913,197278738.015054,Friday,Mike Myers,1963-05-25,0.0,0.0,14790
2795,Brother Bear,G,Animation,2003,2003-11-01,6.8,101000.0,Other,Other,Other,128000000.0,250397798.0,Other,85.0,11,188500869.565217,368751583.282935,Saturday,Joaquin Phoenix,1974-10-28,4.0,1.0,10596
2796,Tears of the Sun,R,Action,2003,2003-03-07,6.6,115000.0,Other,Other,Bruce Willis,75000000.0,86468162.0,Other,121.0,3,110449728.26087,127338466.614891,Friday,Bruce Willis,1955-03-19,0.0,0.0,17520
2797,Final Destination 2,R,Horror,2003,2003-01-31,6.2,156000.0,Other,Other,Other,26000000.0,90941129.0,New Line Cinema,90.0,1,38289239.1304348,133925639.810489,Friday,A.J. Cook,1978-07-22,0.0,0.0,8959
2798,21 Grams,R,Crime,2003,2004-01-16,7.6,228000.0,Other,Other,Other,20000000.0,60427839.0,Other,124.0,1,29453260.8695652,88989845.2925544,Friday,Sean Penn,1960-08-17,5.0,2.0,15857
2799,Intolerable Cruelty,PG-13,Comedy,2003,2003-10-10,6.2,93000.0,Other,Other,George Clooney,60000000.0,120801243.0,Universal Pictures,100.0,10,88359782.6086957,177899526.172337,Friday,George Clooney,1961-05-06,4.0,1.0,15497
2800,Johnny English,PG,Action,2003,2003-07-18,6.2,152000.0,Other,Other,Other,40000000.0,160466000.0,Universal Pictures,87.0,7,58906521.7391304,236312347.934783,Friday,Rowan Atkinson,1955-01-06,0.0,0.0,17725
2801,The Hunted,R,Action,2003,2003-03-14,6.1,45000.0,Other,Other,Other,55000000.0,46061847.0,Other,94.0,3,80996467.3913044,67833579.79125,Friday,Tommy Lee Jones,1946-09-15,4.0,1.0,20634
2802,The Hunted,R,Action,2003,2003-03-14,6.1,45000.0,Other,Other,Other,55000000.0,46061847.0,Other,94.0,3,80996467.3913044,67833579.79125,Friday,Tommy Lee Jones,1946-09-15,4.0,1.0,20634
2803,Matchstick Men,PG-13,Comedy,2003,2003-09-12,7.3,126000.0,Ridley Scott,Other,Nicolas Cage,62000000.0,65565672.0,Warner Bros.,116.0,9,91305108.6956522,96556142.0752174,Friday,Nicolas Cage,1964-01-07,2.0,1.0,14493
2804,Under the Tuscan Sun,PG-13,Comedy,2003,2003-09-26,6.8,49000.0,Other,Other,Other,18000000.0,58878723.0,Touchstone Pictures,113.0,9,26507934.7826087,86708519.4092935,Friday,Diane Lane,1965-01-22,1.0,0.0,14126
2805,Seabiscuit,PG-13,Drama,2003,2003-07-25,7.3,68000.0,Other,Other,Other,87000000.0,148336445.0,Universal Pictures,140.0,7,128121684.782609,218449600.552446,Friday,Tobey Maguire,1975-06-27,0.0,0.0,10255
2806,American Wedding,R,Comedy,2003,2003-08-01,6.3,198000.0,Other,Other,Other,55000000.0,232722935.0,Universal Pictures,96.0,8,80996467.3913044,342722465.744294,Friday,Jason Biggs,1978-05-12,0.0,0.0,9212
2807,Just Married,PG-13,Comedy,2003,2003-01-10,5.5,69000.0,Other,Other,Other,18000000.0,101564935.0,Twentieth Century Fox,95.0,1,26507934.7826087,149570926.287772,Friday,Ashton Kutcher,1978-02-07,0.0,0.0,9103
2808,Lara Croft Tomb Raider: The Cradle of Life,PG-13,Action,2003,2003-07-25,5.6,132000.0,Other,Other,Other,95000000.0,160099222.0,Paramount Pictures,117.0,7,139902989.130435,235772207.529022,Friday,Angelina Jolie,1975-06-04,2.0,1.0,10278
2809,Darkness Falls,PG-13,Other,2003,2003-01-24,5.0,31000.0,Other,Other,Other,11000000.0,47488536.0,Other,86.0,1,16199293.4782609,69934611.956087,Friday,Chaney Kley,1972-08-20,0.0,0.0,11114
2810,Spy Kids 3-D: Game Over,PG,Action,2003,2003-07-25,4.3,57000.0,Other,Robert Rodriguez,Other,38000000.0,197101678.0,Other,84.0,7,55961195.6521739,290264356.998152,Friday,Daryl Sabara,1992-06-14,0.0,0.0,4058
